school_name,
제주중앙,
가락,
구일,
신목,
인헌,
잠신,
중경,
창덕여자,
효문,
강일,
문현,
삼각산,
강동,
강서,
광성,
대진,
명지,
서울미술,
성남,
양정,
영훈,
중앙대학교사범대학부속,
대원여자,
서울문영여자,
보성여자,
상명대학교사범대학부속여자,
영신여자,
한양대학교사범대학부속,
홍익대학교사범대학부속여자,
국악,
선화예술,
강서공업,
성수공업,
미림여자정보과학,
신진자동차,
은평메디텍,
성동글로벌경영,
서울컨벤션,
일신여자상업,
동일여자상업,
이화여자대학교병설미디어,
부산대학교사범대학부설,
개금,
부산서여자,
금명여자,
명호,
광명,
동인,
부산동,
예문여자,
용인,
학산여자,
한국조형예술,
성심보건,
성서,
수성,
학남,
영송여자,
원화여자,
정화여자,
대구상원,
달구벌,
대구체육,
대구과학,
대구일과학,
대구공업,
대구관광,
대청,
덕적,
부평,
인천연송,
인천영흥,
인천산곡,
인천신현,
인천예술,
인천기계공업,
인천디자인,
상무,
풍암,
광주여자,
광덕,
명진,
광일,
광주대동,
광주동성,
금호중앙여자,
문성,
상일여자,
수완,
광주전자공업,
대전전민,
충남여자,
대전중앙,
서일,
중일,
대전가오,
문수,
대송,
무거,
무룡,
문현,
방어진,
온산,
함월,
신선여자,
삼일여자,
울산경의,
매곡,
현대청운,
세종,
한솔,
두루,
#VALUE!,
율천,
경기대명,
저현,
교하,
과천,
광명,
구리여자,
광교,
늘푸른,
대지,
무원,
반송,
보라,
백신,
백양,
분당,
상일,
소래,
송내,
수내,
수성,
예당,
영덕,
운천,
의정부,
이충,
죽전,
중원,
천천,
태장,
퇴계원,
태광,
점동,
포천,
청평,
성포,
효자,
과천여자,
판곡,
동두천,
서울삼육,
심석,
안산강서,
양명여자,
우성,
향일,
송양,
수원공업,
이천세무,
경기국제통상,
신일비즈니스,
오산정보,
일산국제컨벤션,
한국문화영상,
경기관광,
광주중앙,
문산수억,
양곡,
진위,
강원대학교사범대학부설,
둔내,
봉평,
문막,
신남,
임계,
황지,
강릉명륜,
홍천농업,
태백기계공업,
황지정보산업,
동광산업과학,
신철원,
충주대원,
충주중산,
제천여자,
오창,
괴산,
목도,
대소금왕,
청주공업,
충북공업,
제천디지털전자,
옥천상업,
갈산,
강경,
서산여자,
온양여자,
태안,
광천,
태안여자,
한국식품마이스터,
당진정보,
예산예화여자,
충남해양과학,
동계,
무풍,
안천,
전라,
전주기전여자,
덕암,
전주신흥,
완산,
전주예술,
진안공업,
남원제일,
학산,
여수,
순천,
나주,
여수화양,
녹동,
보성,
장흥,
성전,
해제,
현경,
완도,
화순이양,
삼호,
순천제일,
함평,
창평,
벌교여자,
순천복성,
함평골프,
장성실업,
구림공업,
고흥영주,
순천전자,
전남기술과학,
정남진산업,
여수석유화학,
법성,
한국항만물류,
전남조리과학,
임자,
금성,
금오,
상주여자,
소천,
수비,
영양,
영주제일,
인동,
효령,
후포,
경구,
대구가톨릭대학교사범대학부속무학,
대동,
세명,
순심,
신라,
영동,
영주,
현일,
형곡,
한국생명과학,
금오공업,
의성공업,
감포,
동지여자,
울릉,
기계,
영해,
경상대학교사범대학부설,
거제중앙,
김해경원,
김해분성여자,
마산,
마산구암,
명신,
김해율하,
창원남산,
창원명지여자,
창원신월,
창원용호,
서상,
거창대성,
마산무학여자,
삼천포여자,
용남,
지리산,
창녕대성,
김해건설공업,
삼천포공업,
남해정보산업,
신반정보,
제주대학교사범대학부설,
삼성여자,
애월,
서울대학교사범대학부설,
경복,
경인,
서울,
석관,
여의도,
명일여자,
혜화여자,
도봉,
진관,
신도,
경희,
광신,
동성,
영락,
한가람,
경복여자,
동일여자,
배화여자,
상일여자,
서문여자,
신광여자,
영파여자,
은광여자,
정의여자,
대원외국어,
이화여자외국어,
서울로봇,
단국공업,
서울디자인,
리라아트,
서울디지텍,
서울금융,
동산정보산업,
정화여자상업,
예림디자인,
대동세무,
송곡관광,
선정관광,
예일디자인,
문현여자,
사상,
부흥,
사직,
주례여자,
해강,
대동,
부산대저,
부산동성,
브니엘,
지산,
#VALUE!,
알로이시오전자기계,
경남공업,
부산에너지과학,
부산디지털,
금정전자공업,
부일전자디자인,
부산경영,
해운대관광,
다사,
대구,
운암,
경상여자,
경일여자,
성화여자,
송현여자,
경북기계공업,
달성정보,
인천상정,
삼산,
인천하늘,
인천영종,
인천,
인천남,
학익,
대인,
인항,
인천남동,
인천과학,
인천진산과학,
인천외국어,
인천전자마이스터,
한진,
설월여자,
광주,
광주경신여자,
광주동신,
광주서석,
광주인성,
서강,
정광,
호남삼육,
광주예술,
대전노은,
유성,
충남,
대전용산,
명석,
대전이문,
유성여자,
대전국제통상,
대전여자상업,
우신,
학성여자,
화암,
울산강남,
언양,
효정,
성광여자,
울산애니원,
울산경영정보,
울산생활과학,
세종국제,
한빛,
초월,
한민,
과천중앙,
권선,
도농,
동백,
병점,
부흥,
역곡,
설악,
성남여자,
성안,
소하,
수택,
안성,
안성여자,
안화,
세종,
원종,
이천,
오남,
인창,
중산,
중흥,
청운,
초당,
평택,
포곡,
화정,
송호,
현암,
경민,
백송,
부곡,
장기,
분당대진,
삼광,
세원,
운정,
숭신여자,
야탑,
양명,
이천양정여자,
하남,
경기창조,
도래울,
용인삼계,
풍산,
과천외국어,
고양국제,
양평전자과학,
홍익디자인,
세경,
경기모바일과학,
분당경영,
경화여자English Business,
성보경영,
안산국제비즈니스,
곤지암,
양동,
강릉제일,
고성,
김화,
묵호,
삼척,
여량,
철원여자,
주문진,
철원,
팔렬,
현천,
도계전산정보,
원주금융회계,
정선정보공업,
강릉정보공업,
소양,
양구여자,
진부,
동해광희,
세광,
양청,
운호,
제천제일,
충주,
학산,
청산,
형석,
단양,
오송,
한국바이오마이스터,
제천상업,
배방,
금산여자,
대천,
대천여자,
목천,
서천여자,
천안여자,
온양용화,
논산대건,
장항,
북일,
공주마이스터,
합덕제철,
지평선,
정읍여자,
남성,
백산,
군산영광여자,
전주대학교사범대학부설,
완주,
군산중앙,
서영여자,
전주한일,
푸른꿈,
호남,
전북과학,
전북외국어,
한국한방,
부안제일,
전주생명과학,
전북기계공업,
삼례공업,
완산여자,
한국전통문화,
설천,
장수,
영선,
순천여자,
광양백운,
도초,
문향,
노화,
중마,
남악,
목포홍일,
금성,
벌교,
학다리,
무안,
여수정보과학,
완도수산,
전남보건,
율곡,
사동,
가천,
구미,
북삼,
포항여자,
현서,
대가야,
문경여자,
문창,
영문,
오상,
오천,
진량,
용운,
구미전자공업,
군위정보,
김천상업,
경주마케팅,
영천상업,
명인정보,
경북생활과학,
금남,
덕산,
마산내서여자,
산청,
삼천포중앙,
진해여자,
창원중앙,
웅천,
창원성민여자,
거창,
군북,
남해,
마산제일,
밀성,
보광,
양산여자,
진해중앙,
창녕,
범어,
경남외국어,
사천여자,
경남해양과학,
경남산업,
진영제일,
경남간호,
제주제일,
한림,
대기,
신성여자,
제주외국어,
공항,
관악,
광양,
구로,
압구정,
금천,
반포,
무학여자,
여의도여자,
영등포여자,
등촌,
불암,
은평,
휘봉,
경신,
대신,
대일,
명덕,
배재,
서라벌,
선정,
신일,
장훈,
재현,
중앙,
청원,
한성,
계성여자,
덕성여자,
덕원여자,
혜성여자,
혜원여자,
서울체육,
덕원예술,
서울예술,
대일외국어,
서울전자,
한강미디어,
휘경공업,
광운전자공업,
덕일전자공업,
수도전기공업,
영등포공업,
한양공업,
선린인터넷,
선일이비즈니스,
고명경영,
광신정보산업,
대경상업,
대일관광,
남산,
내성,
부산남일,
부산중앙,
부산중앙여자,
부산강서,
성일여자,
부성,
성지,
부산과학,
부산일과학,
부산예술,
부산국제,
동래원예,
부산기계공업,
부산공업,
부산자동차,
부산산업과학,
해운대공업,
동아공업,
부산진여자상업,
세정상업,
계성여자상업,
부산정보,
대구제일,
경북여자,
구암,
대곡,
경원,
대구남산,
대륜,
덕원,
대구동부,
영신,
정동,
대구중앙,
경북예술,
대중금속공업,
영남공업,
가정,
인천예일,
검단,
동인천,
백석,
서도,
인천송천,
선인,
연평,
학익여자,
광성,
명신여자,
송도,
신명여자,
인성여자,
작전,
부평공업,
영종국제물류,
운남,
전남여자,
광주수피아여자,
송원,
조선대학교부속,
장덕,
광주여자상업,
대전,
한밭,
대성,
대전대신,
서일여자,
대전전자디자인,
대전공업,
충남기계공업,
동아마이스터,
범서,
울산제일,
화봉,
울산공업,
울산에너지,
울산여자상업,
고운,
수원칠보,
운산,
고색,
관인,
금촌,
남한,
능곡,
덕산,
매탄,
백마,
마장,
백운,
보정,
분당중앙,
상원,
산본,
서해,
수지,
신장,
양지,
운암,
의정부여자,
장곡,
비전,
함현,
향남,
현화,
호평,
경화여자,
동우여자,
백영,
송탄제일,
안양여자,
호매실,
오산,
모락,
일산대진,
한광여자,
마송,
복정,
운중,
능동,
효명,
경기북과학,
고양예술,
안양외국어,
청심국제,
한겨레,
수원농생명과학,
경민IT,
수원전산여자,
안산공업,
경민비즈니스,
경일관광경영,
근명여자정보,
매향여자정보,
성일정보,
안산디자인문화,
대부,
백암,
평택여자,
여주제일,
파주여자,
강릉,
대진,
봉의,
북평여자,
인제,
원통,
철암,
횡성,
강원,
진광,
강원체육,
춘천기계공업,
강원생활과학,
거진정보공업,
주천,
금천,
충북,
충주예성여자,
충원,
세명,
황간,
충북상업정보,
대성여자상업,
현도정보,
보은정보,
영동인터넷,
진천상업,
한마음,
당진,
서천,
웅천,
공주금성여자,
합덕여자,
천안월봉,
복자여자,
서령,
송악,
쌘뽈여자,
대산,
서일,
한일,
호서,
공주생명과학,
충남조선공업,
천안공업,
논산여자상업,
서천여자정보,
병천,
전북대학교사범대학부설,
김제,
군산,
한별,
이리여자,
이리남성여자,
진안제일,
전주영생,
전일,
전북체육,
정읍제일,
군산기계공업,
장계공업,
원광정보예술,
전주상업정보,
덕암정보,
진경여자,
군산남,
백화여자,
장흥관산,
영광,
약산,
목상,
순천팔마,
순천매산,
순천매산여자,
순천강남여자,
광남,
화원,
영암여자,
전남과학,
진도국악,
해남공업,
영광전자,
여수공업,
나주공업,
순천청암,
계림,
동명,
사곡,
선주,
안동,
영천,
예천여자,
중모,
칠곡,
경안,
경주화랑,
동지,
문명,
영남삼육,
함창,
경북과학,
포항예술,
한국산림과학,
한국원자력마이스터,
평해정보,
우석여자,
포항과학기술,
삼성생활예술,
성주여자,
청송여자,
고성중앙,
김해,
진해,
태봉,
남지,
밀양동명,
성지여자,
양산제일,
진주동명,
창신,
철성,
충렬여자,
해성,
거제제일,
진해용원,
거제옥포,
물금,
경남예술,
김해외국어,
거제공업,
창녕제일,
경진,
경남정보,
표선,
제주과학,
동작,
둔촌,
영등포,
오금,
잠실,
태릉,
경기여자,
서울여자,
수도여자,
신현,
상암,
신도림,
선사,
고려대학교사범대학부속,
대성,
대원,
배문,
성보,
중산,
한국삼육,
광영여자,
동명여자,
동국대학교사범대학부속여자,
송곡여자,
숙명여자,
예일여자,
정신여자,
중앙여자,
진선여자,
창문여자,
풍문여자,
동양,
전통예술,
한영외국어,
서울국제,
서울도시과학기술,
송파공업,
대진디자인,
세명컴퓨터,
한세사이버보안,
서일국제경영,
서울여자상업,
영락유헬스,
서서울생활과학,
성암국제무역,
브니엘여자,
정관,
낙동,
동래,
부산남,
건국,
부산국제외국어,
부산항만물류,
부산보건,
부산정보관광,
경북대학교사범대학부설,
경덕여자,
칠성,
매천,
상인,
포산,
화원,
도원,
강동,
성광,
오성,
대구자연과학,
대구서부공업,
경북여자상업,
상서,
가림,
인천세원,
교동,
부개여자,
부광여자,
부평여자,
삼량,
석정여자,
인천청라,
연수,
제물포,
덕신,
문일여자,
인하대학교사범대학부속,
미추홀외국어,
부평디자인과학,
정석항공과학,
한국문화콘텐츠,
광주제일,
광주숭일,
송원여자,
광주체육,
광주공업,
송원여자상업,
전남여자상업,
대전둔원,
동대전,
보문,
우송,
대전외국어,
경덕공업,
달천,
울산여자,
학성,
대현,
울산스포츠과학,
울산과학,
울산마이스터,
현대공업,
울산미용예술,
세종여자,
성남,
종촌,
가좌,
가평,
동패,
마석,
이현,
세교,
고양일,
동탄,
봉담,
부천,
부천북,
부천여자,
운양,
성호,
수주,
수원여자,
안곡,
시흥능곡,
용호,
이매,
충훈,
화수,
흥진,
풍덕,
풍무,
동남,
안산,
여주,
양일,
광휘,
유신,
이우,
진성,
부곡중앙,
보평,
신천,
흥덕,
이의,
경기예술,
수원외국어,
고양외국어,
일죽,
남양주공업,
삼일공업,
성남금융,
영북,
경기세무,
평촌경영,
하남경영,
한국외식과학,
동두천중앙,
양평,
비봉,
양서,
여강,
용문,
부원,
간동,
강릉여자,
삼척여자,
속초,
원주여자,
장성여자,
정선,
평창,
동해삼육,
삼일,
강원애니,
강릉중앙,
영서,
춘천한샘,
경포,
청주여자,
국원,
충북여자,
광혜원,
단산,
산남,
영동산업과학,
충주공업,
증평공업,
증평정보,
공주,
덕산,
성환,
홍성,
천안두정,
연무,
충남체육,
충남예술,
서산중앙,
주산산업,
부여전자,
천안여자상업,
고산,
고창,
김제여자,
군산동,
전주여자,
전주근영여자,
고창북,
김제서,
동암,
전주성심여자,
성원,
배영,
세인,
정주,
이리공업,
부안여자상업,
여산,
함열여자,
여남,
영암,
영암낭주,
함평여자,
여수충무,
목포마리아회,
목포정명여자,
순천금당,
순천효천,
여양,
백제,
전남체육,
진도실업,
나주상업,
병영상업,
순천효산,
여수해양과학,
송지,
지명,
영천여자,
포항,
포항이동,
화령,
경산여자,
도개,
무산,
성의,
선덕여자,
포항영신,
포항중앙,
안강전자,
포항여자전자,
금호공업,
상주공업,
다인정보,
봉양정보,
영주동산,
고령,
경북관광,
포항동성,
경호,
김해분성,
김해삼문,
마산용마,
마산여자,
김해제일,
웅상,
진영,
통영,
하동,
함양,
합천,
거제,
김해중앙여자,
마산중앙,
영산,
창원경일,
창원대암,
거제상문,
경남체육,
김해생명과학,
밀양전자,
초계,
창녕공업,
창원공업,
진해세화여자,
경남관광,
대정여자,
서귀포여자,
제주중앙여자,
남녕,
성산,
고척,
광남,
신림,
영신,
자양,
창동,
금옥여자,
세현,
신서,
원묵,
미양,
구암,
경문,
경성,
남강,
동국대학교사범대학부속,
마포,
배명,
오산,
용문,
충암,
환일,
동덕여자,
상명,
성신여자,
세화여자,
목동,
이화여자,
청원여자,
한성여자,
해성여자,
세종과학,
서울외국어,
용산공업,
상일미디어,
염광여자메디텍,
경기상업,
경기여자상업,
신정여자상업,
서울영상,
해성국제컨벤션,
세민정보,
부산진,
경일,
덕문,
경남,
부경,
금정여자,
동천,
부산장안,
충렬,
금성,
대연,
데레사여자,
동아,
동주여자,
부일외국어,
부산컴퓨터과학,
부산문화여자,
시온식품과학,
경북,
함지,
달서,
대구혜화여자,
영진,
청구,
효성여자,
경상공업,
서운,
인천논현,
부광,
인제,
인천포스코,
인천여자,
인천해송,
인천영선,
산마을,
인일여자,
박문여자,
세일,
옥련여자,
부개,
도림,
인천만수,
인평자동차정보,
도화기계공업,
청학공업,
인천세무,
인천중앙여자상업,
인천생활과학,
성덕,
전남,
고려,
동아여자,
대광여자,
살레시오여자,
숭덕,
조선대학교여자,
동일전자정보,
광주경영,
대덕,
대전둔산여자,
대전구봉,
동방,
청란여자,
대덕소프트웨어마이스터,
계룡공업,
다운,
호계,
홍명,
울산외국어,
도담,
아름,
광주,
나루,
덕계,
망포,
덕정,
도당,
범박,
사우,
서현,
소사,
지평,
수일,
심원,
안양,
은행,
상록,
인덕원,
일산동,
평촌,
행신,
송탄,
호원,
효양,
대화,
군포,
동화,
두레자연,
성일,
송산,
분당영덕여자,
영신여자,
태성,
옥정,
동탄중앙,
화성반월,
경기과학,
산본공업,
평택기계공업,
광명공업,
경기물류,
정명정보,
남양,
전곡,
포천일,
가온,
은혜,
북평,
양양,
원덕,
하장,
홍천,
강일여자,
대성,
삼척마이스터,
영월공업,
원주의료,
화천정보산업,
설악,
강릉문성,
한국교원대학교부설,
충북예술,
청주여자상업,
논산여자,
만리포,
부석,
부여여자,
홍성여자,
서해삼육,
삽교,
신평,
온양한올,
천안청수,
충남과학,
청양,
홍성공업,
예산전자공업,
천안상업,
군산여자,
남원,
산서,
순창제일,
성일,
우석,
왕신여자,
원광여자,
유일여자,
전주중앙여자,
한국치즈과학,
줄포자동차공업,
강호항공,
만경여자,
목포여자,
목포제일여자,
광양,
구례,
화순,
해남,
한영,
해룡,
한울,
순천공업,
목포중앙,
고흥산업과학,
경산,
구미여자,
포은,
김천여자,
두호,
영덕,
안동여자,
영주여자,
김천,
성의여자,
성희여자,
안동중앙,
영덕여자,
유성여자,
포항제철,
포항장성,
포항중앙여자,
경북기계금속,
경주공업,
문경공업,
경북과학기술,
경북항공,
영천전자,
경산여자상업,
경주여자정보,
상지여자,
풍산,
김해대청,
김해여자,
단성,
삼가,
진주중앙,
안의,
김해임호,
장유,
진양,
창원사파,
창원명곡,
충무,
함안,
대성일,
거창중앙,
경해여자,
효암,
창녕여자,
창원남,
칠원,
창원토월,
연초,
김해한일여자,
밀성제일,
서귀포,
제주여자,
중문,
한국뷰티,
당곡,
면목,
수락,
중화,
청담,
선유,
구현,
광영,
문일,
보성,
서울세종,
선덕,
세화,
영일,
우신,
장충,
중동,
한광,
화곡,
경희여자,
대진여자,
잠실여자,
휘경여자,
오류,
서울과학,
경기기계공업,
서울방송,
성동공업,
덕수,
동구마케팅,
서울관광,
동명여자정보산업,
화곡보건경영,
홍익디자인,
영신간호비즈니스,
혜화여자,
기장,
반여,
성도,
센텀,
개성,
분포,
연제,
경혜여자,
대덕여자,
대명여자,
삼정,
배정,
사직여자,
이사벨,
지구촌,
대진정보통신,
부산전자공업,
대광발명과학,
대양전자통신,
동의공업,
대연정보,
부산여자상업,
부산관광,
호산,
대진,
강북,
경상,
신명,
협성,
대구외국어,
대구일마이스터,
경북공업,
대구제일여자상업,
강화,
계산여자,
연수여자,
인천고잔,
제일,
신송,
계산공업,
강남영상미디어,
인천정보산업,
문학정보,
경인여자,
인천해사,
보문,
금파공업,
서진여자,
대전관저,
대전만년,
대전여자,
대전성모여자,
대전괴정,
대전체육,
유성생명과학,
대성여자,
대전신일여자,
신정,
울산중앙여자,
약사,
울산,
울산예술,
울산상업,
세종하이텍,
고양동산,
덕현,
삼평,
성복,
구리,
구성,
대평,
동안,
봉일천,
부명,
양주,
불곡,
성남서,
양주백석,
의왕,
저동,
주엽,
청학,
초지,
평내,
홍천,
의정부광동,
대신,
성문,
수원,
솔터,
신성,
영복여자,
영생,
율곡,
창현,
서정,
덕이,
계원예술,
안양예술,
경기외국어,
발안바이오과학,
여주자영농업,
부천공업,
수원정보과학,
시화공업,
안양공업,
경기영상과학,
수원하이텍,
한국애니메이션,
광명경영회계,
부천정보산업,
용인정보,
한국관광,
금곡,
일동,
갑천,
대화,
내면,
사북,
사내,
상동,
영월,
성수,
육민관,
전인,
원주공업,
도계,
양구,
양양여자,
횡성여자,
석정여자,
성수여자,
상당,
청주,
청주중앙여자,
청주대성,
매괴,
봉명,
충북과학,
청주외국어,
보은자영,
제천산업,
충북반도체,
충주상업,
공주영명,
공동체비전,
서산,
온양,
천안쌍용,
대흥,
설화,
천안,
천안제일,
연무대기계공업,
금산하이텍,
대천여자상업,
부여정보,
충남인터넷,
남원여자,
위도,
이리,
임실,
전주솔내,
정읍,
군산제일,
전북여자,
호남제일,
김제자영,
남원용성,
한국경마축산,
전주공업,
목포,
봉황,
부영여자,
완도금일,
광영,
목포덕인,
목포혜인여자,
여수중앙여자,
예당,
능주,
영산성지,
목포공업,
한국바둑,
목포여자상업,
진성여자,
가은,
금천,
봉화,
선산,
안덕,
의성여자,
청송,
경주,
길원여자,
대영,
순심여자,
영양여자,
한일여자,
경북체육,
경북외국어,
경북하이텍,
청송자동차,
강구정보,
금성여자상업,
경북인터넷,
태화,
죽변,
경안여자,
영천성남여자,
김해가야,
생초,
진주여자,
창원중앙여자,
간디,
고성,
진주외국어,
마산제일여자,
삼천포,
세종,
의령여자,
창선,
창원경일여자,
창원대산,
창원문성,
하동여자,
서창,
경남과학,
창원과학,
경남자영,
마산공업,
서귀포산업과학,
영주,
제주여자상업,
함덕,
제주,
